observation_date,CHNLORSGPNOSTSAM
1993-06-01,100.83270000000000
1993-07-01,100.80900000000000
1993-08-01,100.75740000000000
1993-09-01,100.70780000000001
1993-10-01,100.69510000000000
1993-11-01,100.73820000000001
1993-12-01,100.82760000000000
1994-01-01,100.93559999999999
1994-02-01,101.05730000000000
1994-03-01,101.19440000000000
1994-04-01,101.34099999999999
1994-05-01,101.48739999999999
1994-06-01,101.62070000000000
1994-07-01,101.73240000000000
1994-08-01,101.81280000000000
1994-09-01,101.85030000000000
1994-10-01,101.84020000000000
1994-11-01,101.78510000000000
1994-12-01,101.69540000000001
1995-01-01,101.59430000000000
1995-02-01,101.50390000000000
1995-03-01,101.42529999999999
1995-04-01,101.35800000000000
1995-05-01,101.30340000000000
1995-06-01,101.26240000000000
1995-07-01,101.23309999999999
1995-08-01,101.21080000000001
1995-09-01,101.19480000000000
1995-10-01,101.18680000000001
1995-11-01,101.18230000000000
1995-12-01,101.17800000000000
1996-01-01,101.16970000000001
1996-02-01,101.15580000000000
1996-03-01,101.14810000000000
1996-04-01,101.14830000000001
1996-05-01,101.15120000000000
1996-06-01,101.15580000000000
1996-07-01,101.16000000000000
1996-08-01,101.16270000000000
1996-09-01,101.16880000000000
1996-10-01,101.17510000000000
1996-11-01,101.17700000000001
1996-12-01,101.16930000000001
1997-01-01,101.14579999999999
1997-02-01,101.11190000000001
1997-03-01,101.08130000000000
1997-04-01,101.04720000000000
1997-05-01,101.00470000000000
1997-06-01,100.95420000000000
1997-07-01,100.89820000000000
1997-08-01,100.84340000000000
1997-09-01,100.78950000000000
1997-10-01,100.73300000000000
1997-11-01,100.66870000000000
1997-12-01,100.59520000000001
1998-01-01,100.51410000000000
1998-02-01,100.42659999999999
1998-03-01,100.32870000000000
1998-04-01,100.23970000000000
1998-05-01,100.17470000000000
1998-06-01,100.14030000000000
1998-07-01,100.13860000000000
1998-08-01,100.16719999999999
1998-09-01,100.21140000000000
1998-10-01,100.24650000000000
1998-11-01,100.24979999999999
1998-12-01,100.20730000000000
1999-01-01,100.11480000000000
1999-02-01,99.97821999999999
1999-03-01,99.81946000000001
1999-04-01,99.66611000000000
1999-05-01,99.53558000000000
1999-06-01,99.43671999999999
1999-07-01,99.37380000000000
1999-08-01,99.34679000000000
1999-09-01,99.35070000000000
1999-10-01,99.37824000000001
1999-11-01,99.42059000000000
1999-12-01,99.46754000000000
2000-01-01,99.51236000000000
2000-02-01,99.54970000000000
2000-03-01,99.59242999999999
2000-04-01,99.63717000000000
2000-05-01,99.67847999999999
2000-06-01,99.70702000000000
2000-07-01,99.71297000000000
2000-08-01,99.68711999999999
2000-09-01,99.62679000000000
2000-10-01,99.53730000000000
2000-11-01,99.42641999999999
2000-12-01,99.30450000000000
2001-01-01,99.18707000000001
2001-02-01,99.09330000000000
2001-03-01,99.00736999999999
2001-04-01,98.91853000000000
2001-05-01,98.82204000000000
2001-06-01,98.71735000000000
2001-07-01,98.60632000000000
2001-08-01,98.49334000000000
2001-09-01,98.38234000000000
2001-10-01,98.27872000000001
2001-11-01,98.19167000000000
2001-12-01,98.13120000000001
2002-01-01,98.10545000000000
2002-02-01,98.12224000000001
2002-03-01,98.18380000000001
2002-04-01,98.27290000000001
2002-05-01,98.37316000000000
2002-06-01,98.47470000000000
2002-07-01,98.57719000000000
2002-08-01,98.68022000000001
2002-09-01,98.78386999999999
2002-10-01,98.88583000000000
2002-11-01,98.98541000000000
2002-12-01,99.08094000000000
2003-01-01,99.16665999999999
2003-02-01,99.23329000000000
2003-03-01,99.29482000000000
2003-04-01,99.36496000000000
2003-05-01,99.45505000000000
2003-06-01,99.56976000000000
2003-07-01,99.70474000000000
2003-08-01,99.85401000000000
2003-09-01,100.01130000000001
2003-10-01,100.16950000000000
2003-11-01,100.31670000000000
2003-12-01,100.43880000000000
2004-01-01,100.52110000000000
2004-02-01,100.54900000000001
2004-03-01,100.51150000000000
2004-04-01,100.43020000000000
2004-05-01,100.32750000000000
2004-06-01,100.22530000000000
2004-07-01,100.13660000000000
2004-08-01,100.06380000000000
2004-09-01,100.00449999999999
2004-10-01,99.95585000000000
2004-11-01,99.91373000000000
2004-12-01,99.87733000000000
2005-01-01,99.84730999999999
2005-02-01,99.82623000000000
2005-03-01,99.82232999999999
2005-04-01,99.83214000000000
2005-05-01,99.85204000000000
2005-06-01,99.88409000000000
2005-07-01,99.92923000000000
2005-08-01,99.98126999999999
2005-09-01,100.03270000000001
2005-10-01,100.07820000000000
2005-11-01,100.11300000000000
2005-12-01,100.13700000000000
2006-01-01,100.15649999999999
2006-02-01,100.18310000000000
2006-03-01,100.20189999999999
2006-04-01,100.21540000000000
2006-05-01,100.22640000000000
2006-06-01,100.23950000000001
2006-07-01,100.26049999999999
2006-08-01,100.29660000000000
2006-09-01,100.35240000000000
2006-10-01,100.43020000000000
2006-11-01,100.52740000000000
2006-12-01,100.63750000000000
2007-01-01,100.75160000000000
2007-02-01,100.85610000000000
2007-03-01,100.95970000000000
2007-04-01,101.06460000000000
2007-05-01,101.16910000000000
2007-06-01,101.27209999999999
2007-07-01,101.37150000000000
2007-08-01,101.46769999999999
2007-09-01,101.55690000000000
2007-10-01,101.62980000000000
2007-11-01,101.67640000000000
2007-12-01,101.68570000000000
2008-01-01,101.64749999999999
2008-02-01,101.55130000000000
2008-03-01,101.39780000000000
2008-04-01,101.18240000000000
2008-05-01,100.90290000000000
2008-06-01,100.56050000000000
2008-07-01,100.16280000000000
2008-08-01,99.72846000000000
2008-09-01,99.28552000000001
2008-10-01,98.86609000000000
2008-11-01,98.50740000000000
2008-12-01,98.24178000000001
2009-01-01,98.08645000000000
2009-02-01,98.04977000000000
2009-03-01,98.12121000000000
2009-04-01,98.27318000000000
2009-05-01,98.48052000000000
2009-06-01,98.71577000000001
2009-07-01,98.95419000000000
2009-08-01,99.18111000000000
2009-09-01,99.38710000000000
2009-10-01,99.56491000000000
2009-11-01,99.71082000000000
2009-12-01,99.82295999999999
2010-01-01,99.90297000000000
2010-02-01,99.95171000000001
2010-03-01,99.97862000000001
2010-04-01,99.98842999999999
2010-05-01,99.98685000000000
2010-06-01,99.98345999999999
2010-07-01,99.99136000000000
2010-08-01,100.01860000000001
2010-09-01,100.06840000000000
2010-10-01,100.14239999999999
2010-11-01,100.23909999999999
2010-12-01,100.35260000000000
2011-01-01,100.47600000000000
2011-02-01,100.59760000000000
2011-03-01,100.70970000000000
2011-04-01,100.80680000000000
2011-05-01,100.88420000000001
2011-06-01,100.93970000000000
2011-07-01,100.97160000000000
2011-08-01,100.98050000000001
2011-09-01,100.96840000000000
2011-10-01,100.93810000000001
2011-11-01,100.89360000000001
2011-12-01,100.83929999999999
2012-01-01,100.77889999999999
2012-02-01,100.71710000000000
2012-03-01,100.65680000000000
2012-04-01,100.59900000000000
2012-05-01,100.54610000000000
2012-06-01,100.49939999999999
2012-07-01,100.45980000000000
2012-08-01,100.42890000000000
2012-09-01,100.40779999999999
2012-10-01,100.39600000000000
2012-11-01,100.39230000000001
2012-12-01,100.39540000000000
2013-01-01,100.40370000000000
2013-02-01,100.41730000000000
2013-03-01,100.43610000000000
2013-04-01,100.45990000000000
2013-05-01,100.48830000000000
2013-06-01,100.52050000000000
2013-07-01,100.55530000000000
2013-08-01,100.58969999999999
2013-09-01,100.62009999999999
2013-10-01,100.64480000000000
2013-11-01,100.66230000000000
2013-12-01,100.67240000000000
2014-01-01,100.67630000000000
2014-02-01,100.67540000000000
2014-03-01,100.67000000000000
2014-04-01,100.65870000000000
2014-05-01,100.64130000000000
2014-06-01,100.61770000000000
2014-07-01,100.58799999999999
2014-08-01,100.55220000000000
2014-09-01,100.51190000000000
2014-10-01,100.46660000000000
2014-11-01,100.41710000000000
2014-12-01,100.36420000000000
2015-01-01,100.30790000000000
2015-02-01,100.24930000000001
2015-03-01,100.19010000000000
2015-04-01,100.13209999999999
2015-05-01,100.07620000000000
2015-06-01,100.02230000000000
2015-07-01,99.96992000000000
2015-08-01,99.91999000000000
2015-09-01,99.87284000000000
2015-10-01,99.82841000000001
2015-11-01,99.78668000000000
2015-12-01,99.74709000000000
2016-01-01,99.70938000000000
2016-02-01,99.67372000000000
2016-03-01,99.64050000000000
2016-04-01,99.60961000000000
2016-05-01,99.58158000000000
2016-06-01,99.55701000000001
2016-07-01,99.53632000000000
2016-08-01,99.51974000000000
2016-09-01,99.50748000000000
2016-10-01,99.50003000000000
2016-11-01,99.49773000000000
2016-12-01,99.50047000000001
2017-01-01,99.50772000000001
2017-02-01,99.51815000000001
2017-03-01,99.52979999999999
2017-04-01,99.54021000000000
2017-05-01,99.54797000000001
2017-06-01,99.55186000000000
2017-07-01,99.55060000000000
2017-08-01,99.54439000000001
2017-09-01,99.53382999999999
2017-10-01,99.51942000000000
2017-11-01,99.50172000000001
2017-12-01,99.48119000000000
2018-01-01,99.45775999999999
2018-02-01,99.43074000000000
2018-03-01,99.39937000000000
2018-04-01,99.36324999999999
2018-05-01,99.32135000000000
2018-06-01,99.27316999999999
2018-07-01,99.21904000000001
2018-08-01,99.15951000000000
2018-09-01,99.09523000000000
2018-10-01,99.02733000000001
2018-11-01,98.95729000000000
2018-12-01,98.88718000000000
2019-01-01,98.81869000000000
2019-02-01,98.75339000000000
2019-03-01,98.69279000000000
2019-04-01,98.63831000000000
2019-05-01,98.59405000000000
2019-06-01,98.56489999999999
2019-07-01,98.55651000000000
2019-08-01,98.57630000000000
2019-09-01,98.63177000000000
2019-10-01,98.72908000000000
2019-11-01,98.87385999999999
2019-12-01,99.06806000000000
2020-01-01,99.30965000000000
2020-02-01,85.39336000000000
2020-03-01,99.89617000000000
2020-04-01,100.21610000000000
2020-05-01,100.53279999999999
2020-06-01,100.83170000000000
2020-07-01,101.10090000000000
2020-08-01,101.33230000000000
2020-09-01,101.52079999999999
2020-10-01,101.66440000000000
2020-11-01,101.76500000000000
2020-12-01,101.82620000000000
2021-01-01,101.85190000000000
2021-02-01,101.84560000000000
2021-03-01,101.80990000000000
2021-04-01,101.74730000000000
2021-05-01,101.66060000000000
2021-06-01,101.55310000000000
2021-07-01,101.42910000000001
2021-08-01,101.29450000000000
2021-09-01,101.15540000000000
2021-10-01,101.01819999999999
2021-11-01,100.88700000000000
2021-12-01,100.76470000000000
2022-01-01,100.65309999999999
2022-02-01,100.55360000000000
2022-03-01,100.46610000000000
2022-04-01,100.38900000000000
2022-05-01,100.31990000000000
2022-06-01,100.25390000000000
2022-07-01,100.18510000000001
2022-08-01,100.11010000000000
2022-09-01,100.02780000000000
2022-10-01,99.93792000000001
2022-11-01,99.84419000000000
2022-12-01,99.75269000000000
2023-01-01,99.66707000000000
2023-02-01,99.58851000000000
2023-03-01,99.51784000000001
2023-04-01,99.45559000000000
2023-05-01,99.40387000000000
2023-06-01,99.36162000000000
2023-07-01,99.32717000000000
2023-08-01,99.30064000000000
2023-09-01,99.28122999999999
2023-10-01,99.26818000000000
2023-11-01,99.26003000000000
2023-12-01,99.25388000000000
